"t"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
1.241999999999978e+01	-5.586272537872274e+00	1.092039993235708e-03	-2.230687790005064e-06	-4.767550128236703e-05	-3.253809208788548e-03	3.915557796627181e-06	5.518755713169229e-05	4.080001695498142e-04	-1.761054850498766e-06	4.850334008738126e+02	-3.117917584894063e+02	2.091675976492083e+01	-3.691066428487105e-05	-4.701510383252006e-03	-2.083399788082378e-05	2.184103644111771e-06
1.242999999999978e+01	-5.583667276413482e+00	1.091707681813449e-03	-2.224167806043266e-06	-4.713126297729474e-05	-3.249745174867728e-03	3.895681016863050e-06	5.473317690535246e-05	4.068814785870960e-04	-2.030668629819607e-06	4.849872417992962e+02	-3.117620722250595e+02	2.088971695610870e+01	-3.654684858593336e-05	-4.699478601505117e-03	-2.059356045878415e-05	2.155443444221391e-06
1.243999999999978e+01	-5.581064294169321e+00	1.091370279691987e-03	-2.214909938653609e-06	-4.659175303894590e-05	-3.245691757022537e-03	3.873193575039940e-06	5.427533739334021e-05	4.058044380246717e-04	-2.292116501022546e-06	4.849411027899097e+02	-3.117323989791075e+02	2.086270528550141e+01	-3.618663194997293e-05	-4.697464549007865e-03	-2.035364577350108e-05	2.125928278329195e-06
1.244999999999978e+01	-5.578463588600272e+00	1.091028181166902e-03	-2.203009644820294e-06	-4.605700146871519e-05	-3.241648547000730e-03	3.848181363634280e-06	5.381411327578443e-05	4.047683412096325e-04	-2.545158944253562e-06	4.848949838330145e+02	-3.117027387424282e+02	2.083572471200438e+01	-3.582997894983026e-05	-4.695468383593748e-03	-2.011434843339645e-05	2.095627958229261e-06
1.245999999999978e+01	-5.575865157123670e+00	1.090681768427987e-03	-2.188564074372161e-06	-4.552703719802336e-05	-3.237615144320217e-03	3.820732395864604e-06	5.334959223612094e-05	4.037724247705480e-04	-2.789580244676365e-06	4.848488849157313e+02	-3.116730915058026e+02	2.080877519438219e+01	-3.547685446603285e-05	-4.693490211374440e-03	-1.987576218037001e-05	2.064611442666914e-06
1.246999999999978e+01	-5.573268997117782e+00	1.090331411340709e-03	-2.171671831645547e-06	-4.500188797764869e-05	-3.233591156790327e-03	3.790936566339636e-06	5.288187425726426e-05	4.028158739478563e-04	-3.025188080216575e-06	4.848028060249478e+02	-3.116434572599172e+02	2.078185669129228e+01	-3.512722368656706e-05	-4.691530089550977e-03	-1.963797970807285e-05	2.032946738617970e-06
1.247999999999978e+01	-5.570675105925829e+00	1.089977467272933e-03	-2.152432742286765e-06	-4.448158027422924e-05	-3.229576200980761e-03	3.758885416086481e-06	5.241107091824803e-05	4.018978277333288e-04	-3.251813077121162e-06	4.847567471473296e+02	-3.116138359953692e+02	2.075496916131786e+01	-3.478105210668303e-05	-4.689588029190603e-03	-1.940109248879154e-05	2.000700807740087e-06
1.248999999999978e+01	-5.568083480860031e+00	1.089620280963014e-03	-2.130947625431272e-06	-4.396613917418697e-05	-3.225569902640421e-03	3.724671902227853e-06	5.193730469276835e-05	4.010173838140700e-04	-3.469308334876889e-06	4.847107082693330e+02	-3.115842277026698e+02	2.072811256300145e+01	-3.443830552890935e-05	-4.687663997939517e-03	-1.916519060910391e-05	1.967939478011920e-06
1.249999999999978e+01	-5.565494119205544e+00	1.089260184428886e-03	-2.107318071745641e-06	-4.345558829476582e-05	-3.221571897067425e-03	3.688390172817239e-06	5.146070825132002e-05	4.001736033225431e-04	-3.677548923065972e-06	4.846646893772153e+02	-3.115546323722502e+02	2.070128685487759e+01	-3.409895006306455e-05	-4.685757922687495e-03	-1.893036261434904e-05	1.934727360630348e-06
1.250999999999978e+01	-5.562907018224453e+00	1.088897496914356e-03	-2.081646227529815e-06	-4.294994970238954e-05	-3.217581829432611e-03	3.650135347063438e-06	5.098142376827197e-05	3.993655153856450e-04	-3.876431351768948e-06	4.846186904570508e+02	-3.115250499944683e+02	2.067449199550608e+01	-3.376295212643486e-05	-4.683869692163528e-03	-1.869669536202201e-05	1.901127772155136e-06
1.251999999999978e+01	-5.560322175160480e+00	1.088532524869607e-03	-2.054034584516252e-06	-4.244924384009214e-05	-3.213599355060807e-03	3.610003300629444e-06	5.049960223458764e-05	3.985921214883191e-04	-4.065873014088642e-06	4.845727114947549e+02	-3.114954805596208e+02	2.064772794351539e+01	-3.343027844530810e-05	-4.681999159442257e-03	-1.846427388462974e-05	1.867202661822667e-06
1.252999999999978e+01	-5.557739587241364e+00	1.088165561971981e-03	-2.024585778607874e-06	-4.195348945625559e-05	-3.209624139661096e-03	3.568090459192535e-06	5.001540278088371e-05	3.978523996046632e-04	-4.245811617746954e-06	4.845267524760831e+02	-3.114659240579416e+02	2.062099465761574e+01	-3.310089605270518e-05	-4.680146144462050e-03	-1.823318126004656e-05	1.833012544474797e-06
1.253999999999978e+01	-5.555159251683203e+00	1.087796889172357e-03	-1.993402393418997e-06	-4.146270354521311e-05	-3.205655859523631e-03	3.524493596296777e-06	4.952899200717964e-05	3.971453081605567e-04	-4.416204587329520e-06	4.844808133866553e+02	-3.114363804796134e+02	2.059429209663835e+01	-3.277477228954594e-05	-4.678310436403113e-03	-1.800349849191529e-05	1.798616438302039e-06
1.254999999999978e+01	-5.552581165694161e+00	1.087426774772984e-03	-1.960586771559496e-06	-4.097690129315278e-05	-3.201694201675228e-03	3.479309638383672e-06	4.904054332364702e-05	3.964697897937628e-04	-4.577028451612412e-06	4.844348942119726e+02	-3.114068498147765e+02	2.056762021956669e+01	-3.245187480482022e-05	-4.676491796011276e-03	-1.777530439856435e-05	1.764071807879560e-06
1.255999999999978e+01	-5.550005326478018e+00	1.087055474532927e-03	-1.926240833251786e-06	-4.049609603044664e-05	-3.197738863997783e-03	3.432635476644343e-06	4.855023630282165e-05	3.958247749133389e-04	-4.728278215636681e-06	4.843889949374350e+02	-3.113773320535377e+02	2.054097898556650e+01	-3.213217155564217e-05	-4.674689957849074e-03	-1.754867551062328e-05	1.729434512306952e-06
1.256999999999978e+01	-5.547431731237700e+00	1.086683231799034e-03	-1.890465902357041e-06	-4.002029919040680e-05	-3.193789555311763e-03	3.384567785805676e-06	4.805825604425723e-05	3.952091850673298e-04	-4.869966719261147e-06	4.843431155483604e+02	-3.113478271859797e+02	2.051436835401541e+01	-3.181563080728652e-05	-4.672904632471969e-03	-1.732368597727313e-05	1.694758758366075e-06
1.257999999999978e+01	-5.544860377178654e+00	1.086310277660488e-03	-1.853362539958683e-06	-3.954952027416324e-05	-3.189845995426605e-03	3.335202850031955e-06	4.756479255261729e-05	3.946219361214576e-04	-5.002123984450206e-06	4.842972560300022e+02	-3.113183352021712e+02	2.048778828453153e+01	-3.150222113311422e-05	-4.671135508526436e-03	-1.710040748096065e-05	1.660097058608838e-06
1.258999999999978e+01	-5.542291261512090e+00	1.085936831125278e-03	-1.815030385572278e-06	-3.908376682147616e-05	-3.185907915160002e-03	3.284636396045861e-06	4.707004013006009e-05	3.940619412461923e-04	-5.124796553242405e-06	4.842514163675680e+02	-3.112888560921751e+02	2.046123873700076e+01	-3.119191141438212e-05	-4.669382254777948e-03	-1.687890916041791e-05	1.625500194268133e-06
1.259999999999978e+01	-5.539724381458180e+00	1.085563099315564e-03	-1.775568006017192e-06	-3.862304438732952e-05	-3.181975056328138e-03	3.232963433538578e-06	4.657419678368680e-05	3.935281137249771e-04	-5.238046818206748e-06	4.842055965462392e+02	-3.112593898460598e+02	2.043471967160351e+01	-3.088467083995782e-05	-4.667644522046530e-03	-1.665925754182882e-05	1.591017182877308e-06
1.260999999999978e+01	-5.537159734249012e+00	1.085189277682072e-03	-1.735072751999631e-06	-3.816735652395796e-05	-3.178047171708655e-03	3.180278102951927e-06	4.607746364875905e-05	3.930193695794313e-04	-5.341952347469750e-06	4.841597965511881e+02	-3.112299364539077e+02	2.040823104883945e+01	-3.058046890584761e-05	-4.665921945083334e-03	-1.644151647789743e-05	1.556695250469675e-06
1.261999999999978e+01	-5.534597317131447e+00	1.084815550233852e-03	-1.693640622376182e-06	-3.771670476817054e-05	-3.174124024978309e-03	3.126673530635263e-06	4.558004442826857e-05	3.925346300224377e-04	-5.436605205909396e-06	4.841140163675967e+02	-3.112004959058253e+02	2.038177282955124e+01	-3.027927541458203e-05	-4.664214144358372e-03	-1.622574709463389e-05	1.522579808223472e-06
1.262999999999978e+01	-5.532037127369828e+00	1.084442089782636e-03	-1.651366136074094e-06	-3.727108863370236e-05	-3.170205390627202e-03	3.072241691385670e-06	4.508214484937273e-05	3.920728237365473e-04	-5.522111274268524e-06	4.840682559806729e+02	-3.111710681919515e+02	2.035534497494645e+01	-2.998106047442517e-05	-4.662520727775232e-03	-1.601200774561569e-05	1.488714433409120e-06
1.263999999999977e+01	-5.529479162248505e+00	1.084069058199898e-03	-1.608342211608780e-06	-3.683050560838288e-05	-3.166291053851343e-03	3.017073278343509e-06	4.458397213712698e-05	3.916328889933470e-04	-5.598589567742291e-06	4.840225153756694e+02	-3.111416533024675e+02	2.032894744661816e+01	-2.968579449841231e-05	-4.660841292309356e-03	-1.580035397349321e-05	1.455140854491425e-06
1.264999999999977e+01	-5.526923419074181e+00	1.083696606685526e-03	-1.564660054128877e-06	-3.639495115583580e-05	-3.162380810425300e-03	2.961257580204105e-06	4.408573450586251e-05	3.912137756087005e-04	-5.666171555634108e-06	4.839767945378981e+02	-3.111122512276050e+02	2.030258020656352e+01	-2.939344820317898e-05	-4.659175425575229e-03	-1.559083847846947e-05	1.421898940230298e-06
1.265999999999977e+01	-5.524369895178103e+00	1.083324876045599e-03	-1.520409049881127e-06	-3.596441872155445e-05	-3.158474466556633e-03	2.904882365667328e-06	4.358764066848112e-05	3.908144467467413e-04	-5.725000483348982e-06	4.839310934527457e+02	-3.110828619576533e+02	2.027624321720068e+01	-2.910399260762154e-05	-4.657522707313913e-03	-1.538351109353059e-05	1.389026692628294e-06
1.266999999999977e+01	-5.521818587918038e+00	1.082953996978969e-03	-1.475676667995505e-06	-3.553889974301294e-05	-3.154571838723726e-03	2.848033775053609e-06	4.308989936386461e-05	3.904338805733243e-04	-5.775230698234045e-06	4.838854121056884e+02	-3.110534854829675e+02	2.024993644138372e+01	-2.881739903132259e-05	-4.655882710814338e-03	-1.517841876612020e-05	1.356560243558158e-06
1.267999999999977e+01	-5.519269494680118e+00	1.082584090370600e-03	-1.430548369444283e-06	-3.511838366375285e-05	-3.150672753498629e-03	2.790796218967110e-06	4.259271890255297e-05	3.900710717703408e-04	-5.817026980192383e-06	4.838397504823050e+02	-3.110241217939749e+02	2.022365984241585e+01	-2.853363909283520e-05	-4.654255004261282e-03	-1.497560554606839e-05	1.324533854924017e-06
1.268999999999977e+01	-5.516722612880420e+00	1.082215267590533e-03	-1.385107523053888e-06	-3.470285795103257e-05	-3.146777047356294e-03	2.733252283910413e-06	4.209630673074242e-05	3.897250329089105e-04	-5.850563878531089e-06	4.837941085682887e+02	-3.109947708811815e+02	2.019741338406042e+01	-2.825268470771678e-05	-4.652639152011070e-03	-1.477511257942774e-05	1.292979922180872e-06
1.269999999999977e+01	-5.514177939966452e+00	1.081847630797766e-03	-1.339435328401123e-06	-3.429230811703822e-05	-3.142884566471772e-03	2.675482644706710e-06	4.160086901266610e-05	3.893947956983851e-04	-5.876025055714881e-06	4.837484863494581e+02	-3.109654327351772e+02	2.017119703055035e+01	-2.797450808643565e-05	-4.651034715807648e-03	-1.457697810805234e-05	1.261928981073335e-06
1.270999999999977e+01	-5.511635473418369e+00	1.081481273247230e-03	-1.293610745448450e-06	-3.388671774325116e-05	-3.138995166506574e-03	2.617565983607061e-06	4.110661023129124e-05	3.890794121033666e-04	-5.893602639305003e-06	4.837028838117682e+02	-3.109361073466410e+02	2.014501074659525e+01	-2.769908173204311e-05	-4.649441255925563e-03	-1.438123747457081e-05	1.231409717418706e-06
1.271999999999977e+01	-5.509095210750067e+00	1.081116279599208e-03	-1.247710430742642e-06	-3.348606850796040e-05	-3.135108712385587e-03	2.559578915928781e-06	4.061373280731122e-05	3.887779553473269e-04	-5.903496582638266e-06	4.836573009413170e+02	-3.109067947063444e+02	2.011885449738687e+01	-2.742637843772176e-05	-4.647858332249566e-03	-1.418792313258765e-05	1.201448979799977e-06
1.272999999999977e+01	-5.506557149510085e+00	1.080752726230367e-03	-1.201808680013351e-06	-3.309034021662499e-05	-3.131225078065675e-03	2.501595922081826e-06	4.012243673630657e-05	3.884895207998563e-04	-5.905914035205458e-06	4.836117377243555e+02	-3.108774948051558e+02	2.009272824860277e+01	-2.715637128415893e-05	-4.646285505294279e-03	-1.399706466181666e-05	1.172071795008698e-06
1.273999999999977e+01	-5.504021287282321e+00	1.080390681545410e-03	-1.155977376996171e-06	-3.269951083493896e-05	-3.127344146297143e-03	2.443689285826949e-06	3.963291924394916e-05	3.882132267594635e-04	-5.901068723382833e-06	4.835661941472919e+02	-3.108482076340426e+02	2.006663196640798e+01	-2.688903363677385e-05	-4.644722337163010e-03	-1.380868878792053e-05	1.143301386094901e-06
1.274999999999977e+01	-5.501487621686604e+00	1.080030206288403e-03	-1.110285948305910e-06	-3.231355652444681e-05	-3.123465808379081e-03	2.385929038609263e-06	3.914537445909371e-05	3.879482151309064e-04	-5.889180342126560e-06	4.835206701966985e+02	-3.108189331840737e+02	2.004056561745519e+01	-2.662433914282042e-05	-4.643168392443484e-03	-1.362281940683275e-05	1.115159192885234e-06
1.275999999999977e+01	-5.498956150379086e+00	1.079671353853101e-03	-1.064801324184800e-06	-3.193245168052726e-05	-3.119589963909665e-03	2.328382909808830e-06	3.865999310456935e-05	3.876936520076370e-04	-5.870473958237540e-06	4.834751658593146e+02	-3.107896714464207e+02	2.001452916888307e+01	-2.636226172836761e-05	-4.641623239051221e-03	-1.343947761332543e-05	1.087664894829678e-06
1.276999999999977e+01	-5.496426871052519e+00	1.079314170591743e-03	-1.019587904950712e-06	-3.155616897260482e-05	-3.115716520532238e-03	2.271116282749076e-06	3.817696220547429e-05	3.874487281610106e-04	-5.845179425692998e-06	4.834296811220506e+02	-3.107604224123590e+02	1.998852258831321e+01	-2.610277559517878e-05	-4.640086449013772e-03	-1.325868173361107e-05	1.060836436046156e-06
1.277999999999977e+01	-5.493899781436337e+00	1.078958696121706e-03	-9.747075329725071e-07	-3.118467938645106e-05	-3.111845393678155e-03	2.214192156305018e-06	3.769646481476274e-05	3.872126594463338e-04	-5.813530813499764e-06	4.833842159719895e+02	-3.107311860732679e+02	1.996254584384560e+01	-2.584585521750913e-05	-4.638557599204632e-03	-1.308044736177121e-05	1.034690052436295e-06
1.278999999999977e+01	-5.491374879296663e+00	1.078604963628960e-03	-9.302194699984752e-07	-3.081795226840659e-05	-3.107976506307091e-03	2.157671111951055e-06	3.721867975587524e-05	3.869846871244411e-04	-5.775765846528433e-06	4.833387703963880e+02	-3.107019624206307e+02	1.993659890405266e+01	-2.559147533882024e-05	-4.637036272020320e-03	-1.290478739979159e-05	1.009240300744554e-06
1.279999999999977e+01	-5.488852162436156e+00	1.078253000168435e-03	-8.861803796692226e-07	-3.045595537141756e-05	-3.104109788645669e-03	2.101611286092750e-06	3.674378138219186e-05	3.867640781056081e-04	-5.732125359666240e-06	4.832933443826775e+02	-3.106727514460334e+02	1.991068173797219e+01	-2.533961096844170e-05	-4.635522056009367e-03	-1.273171210102069e-05	9.845000894452493e-07
1.280999999999977e+01	-5.486331628693749e+00	1.077902826960575e-03	-8.426443150461375e-07	-3.009865490274166e-05	-3.100245177925030e-03	2.046068347525900e-06	3.627193935304428e-05	3.865501251225135e-04	-5.682852765650023e-06	4.832479379184627e+02	-3.106435531411643e+02	1.988479431509902e+01	-2.509023737818537e-05	-4.634014546453999e-03	-1.256122911685068e-05	9.604807113397815e-07
1.281999999999977e+01	-5.483813275944302e+00	1.077554459683411e-03	-7.996627109886160e-07	-2.974601557319173e-05	-3.096382618118048e-03	1.991095479867588e-06	3.580331842602675e-05	3.863421468346760e-04	-5.628193536894716e-06	4.832025509915214e+02	-3.106143674978117e+02	1.985893660537572e+01	-2.484333009892253e-05	-4.632513345901673e-03	-1.239334354643012e-05	9.371918777509967e-07
1.282999999999977e+01	-5.481297102098115e+00	1.077207908760317e-03	-7.572843812201825e-07	-2.939800064782380e-05	-3.092522059676753e-03	1.936743368810175e-06	3.533807826536046e-05	3.861394878683787e-04	-5.568394701558965e-06	4.831571835898014e+02	-3.105851945078619e+02	1.983310857918248e+01	-2.459886491715141e-05	-4.631018064653769e-03	-1.222805798924276e-05	9.146417542111113e-07
1.283999999999977e+01	-5.478783105100392e+00	1.076863179642619e-03	-7.155555199161328e-07	-2.905457199790066e-05	-3.088663459270547e-03	1.883060194040938e-06	3.487637326600215e-05	3.859415187960695e-04	-5.503704354158570e-06	4.831118357014181e+02	-3.105560341632973e+02	1.980731020732586e+01	-2.435681787154051e-05	-4.629528321209636e-03	-1.206537260034676e-05	8.928369975297395e-07
1.284999999999977e+01	-5.476271282930633e+00	1.076520273086582e-03	-6.745197076605434e-07	-2.871569015406878e-05	-3.084806779525743e-03	1.830091625684945e-06	3.441835239326081e-05	3.857476360594763e-04	-5.434371180890090e-06	4.830665073146531e+02	-3.105268864561941e+02	1.978154146102724e+01	-2.411716524948672e-05	-4.628043742662846e-03	-1.190528514813172e-05	8.717827941487067e-07
1.285999999999977e+01	-5.473761633601889e+00	1.076179185425684e-03	-6.342179216093597e-07	-2.838131436058908e-05	-3.080951988766851e-03	1.777880825116769e-06	3.396415903760541e-05	3.855572618408348e-04	-5.360643999919132e-06	4.830211984179475e+02	-3.104977513787176e+02	1.975580231191021e+01	-2.387988358367387e-05	-4.626563965069691e-03	-1.174779107439841e-05	8.514828996765666e-07
1.286999999999977e+01	-5.471254155160024e+00	1.075839908835950e-03	-5.946885497057528e-07	-2.805140263052490e-05	-3.077099060760133e-03	1.726468449995811e-06	3.351393088438273e-05	3.853698438831341e-04	-5.282771316795184e-06	4.829759089999009e+02	-3.104686289231215e+02	1.973009273198769e+01	-2.364494964864856e-05	-4.625088633761543e-03	-1.159288355660378e-05	8.319396795081779e-07
1.287999999999977e+01	-5.468748845682892e+00	1.075502431596328e-03	-5.559674087980300e-07	-2.772591180179889e-05	-3.073247974459758e-03	1.675892663383690e-06	3.306779979817580e-05	3.851848552661116e-04	-5.201000895134745e-06	4.829306390492644e+02	-3.104395190817427e+02	1.970441269364844e+01	-2.341234045743181e-05	-4.623617403636787e-03	-1.144055357212138e-05	8.131541504385417e-07
1.288999999999977e+01	-5.466245703279452e+00	1.075166738341832e-03	-5.180877665031172e-07	-2.740479759398193e-05	-3.069398713757004e-03	1.626189146794222e-06	3.262589172147736e-05	3.850017941381390e-04	-5.115579342744309e-06	4.828853885549375e+02	-3.104104218469987e+02	1.967876216964331e+01	-2.318203325815918e-05	-4.622149939399231e-03	-1.129078996434112e-05	7.951260231733479e-07
1.289999999999977e+01	-5.463744726088851e+00	1.074832810311045e-03	-4.810803666581856e-07	-2.708801466568171e-05	-3.065551267232790e-03	1.577391117025477e-06	3.218832658734277e-05	3.848201834086453e-04	-5.026751713321991e-06	4.828401575059627e+02	-3.103813372113841e+02	1.965314113307089e+01	-2.295400553074074e-05	-4.620685915777689e-03	-1.114357951043605e-05	7.778537456409255e-07
1.290999999999977e+01	-5.461245912279454e+00	1.074500625586742e-03	-4.449734582300009e-07	-2.677551667252312e-05	-3.061705627913931e-03	1.529529346650920e-06	3.175521824581852e-05	3.846395704046639e-04	-4.934761123763979e-06	4.827949458915189e+02	-3.103522651674654e+02	1.962754955736320e+01	-2.272823498359788e-05	-4.619225017703427e-03	-1.099890699069938e-05	7.613345470342938e-07
1.291999999999977e+01	-5.458749260047857e+00	1.074170159329751e-03	-4.097928275044015e-07	-2.646725632547866e-05	-3.057861793033305e-03	1.482632187997432e-06	3.132667440367956e-05	3.844595264927920e-04	-4.839848387273794e-06	4.827497537009168e+02	-3.103232057078791e+02	1.960198741627092e+01	-2.250469955040828e-05	-4.617766940456028e-03	-1.085675525921826e-05	7.455644824715666e-07
1.292999999999977e+01	-5.456254767617874e+00	1.073841384006246e-03	-3.755618334369117e-07	-2.616318544958794e-05	-3.054019763794360e-03	1.436725600498199e-06	3.090279657731064e-05	3.842796466707660e-04	-4.742251662234270e-06	4.827045809235930e+02	-3.102941588253266e+02	1.957645468384870e+01	-2.228337738693701e-05	-4.616311389783606e-03	-1.071710531581856e-05	7.305384782147948e-07
1.293999999999977e+01	-5.453762433239445e+00	1.073514269607951e-03	-3.423014459806052e-07	-2.586325504280515e-05	-3.050179545140009e-03	1.391833181240778e-06	3.048368005822087e-05	3.840995491287583e-04	-4.642206117004831e-06	4.826594275491034e+02	-3.102651245125697e+02	1.955095133443991e+01	-2.206424686787223e-05	-4.614858081989637e-03	-1.057993637903789e-05	7.162503773344121e-07
1.294999999999977e+01	-5.451272255187594e+00	1.073188783865607e-03	-3.100302872826271e-07	-2.556741533504696e-05	-3.046341145526302e-03	1.347976198608424e-06	3.006941389105450e-05	3.839188747867316e-04	-4.539943610561142e-06	4.826142935671171e+02	-3.102361027624281e+02	1.952547734266178e+01	-2.184728658375826e-05	-4.613406743995935e-03	-1.044522596008428e-05	7.026929857684108e-07
1.295999999999977e+01	-5.448784231761320e+00	1.072864892455267e-03	-2.787646755729654e-07	-2.527561584721447e-05	-3.042504576700999e-03	1.305173628841889e-06	2.966008086361141e-05	3.837372868084082e-04	-4.435692389078461e-06	4.825691789674108e+02	-3.102070935677734e+02	1.950003268339020e+01	-2.163247533795967e-05	-4.611957113377377e-03	-1.031294993756086e-05	6.898581186720897e-07
1.296999999999977e+01	-5.446298361282467e+00	1.072542559197623e-03	-2.485186716009761e-07	-2.498780545011010e-05	-3.038669853487204e-03	1.263442195381611e-06	2.925575750853939e-05	3.835544700901087e-04	-4.329676798434278e-06	4.825240837398605e+02	-3.101780969215262e+02	1.947461733174435e+01	-2.141979214366666e-05	-4.610508938372462e-03	-1.018308263282569e-05	6.777366469822801e-07
1.297999999999977e+01	-5.443814642094620e+00	1.072221746250497e-03	-2.193041274990671e-07	-2.470393242325201e-05	-3.034836993572313e-03	1.222796410874853e-06	2.885651411648059e-05	3.833701307369358e-04	-4.222117012565515e-06	4.824790078744370e+02	-3.101491128166512e+02	1.944923126307177e+01	-2.120921622099349e-05	-4.609061977873655e-03	-1.005559688590725e-05	6.663185441363480e-07
1.298999999999977e+01	-5.441333072561919e+00	1.071902414293759e-03	-1.911307378802331e-07	-2.442394451331332e-05	-3.031006017302304e-03	1.183248621655906e-06	2.846241476006753e-05	3.831839955163573e-04	-4.113228777720504e-06	4.824339513611970e+02	-3.101201412461534e+02	1.942387445293269e+01	-2.100072699407457e-05	-4.607616001390633e-03	-9.930464131730382e-06	6.555929328366916e-07
1.299999999999977e+01	-5.438853651067949e+00	1.071584522707771e-03	-1.640060930790120e-07	-2.414778899230294e-05	-3.027176947481581e-03	1.144809054614745e-06	2.807351732868768e-05	3.829958113013236e-04	-4.003223172458356e-06	4.823889141902777e+02	-3.100911822030729e+02	1.939854687708513e+01	-2.079430408826838e-05	-4.606170788997763e-03	-9.807654476644845e-06	6.455481318245773e-07
1.300999999999977e+01	-5.436376376014520e+00	1.071268029744332e-03	-1.379357343449087e-07	-2.387541271522672e-05	-3.023349809178457e-03	1.107485866263795e-06	2.768987357340878e-05	3.828053444975253e-04	-3.892306383389786e-06	4.823438963518886e+02	-3.100622356804814e+02	1.937324851146946e+01	-2.058992732737645e-05	-4.604726131258619e-03	-9.687136775020608e-06	6.361717025584887e-07
1.301999999999977e+01	-5.433901245820517e+00	1.070952892691163e-03	-1.129232108665653e-07	-2.360676217722708e-05	-3.019524629536313e-03	1.071285193884571e-06	2.731152916180424e-05	3.826123804623238e-04	-3.780679496526681e-06	4.822988978363051e+02	-3.100333016714771e+02	1.934797933219307e+01	-2.038757673092155e-05	-4.603281829138148e-03	-9.568878705832849e-06	6.274504957416676e-07
1.302999999999977e+01	-5.431428258920699e+00	1.070639068028696e-03	-8.897013848314364e-08	-2.334178357011478e-05	-3.015701437590624e-03	1.036211208612799e-06	2.693852374229766e-05	3.824167229131669e-04	-3.668538304133769e-06	4.822539186338604e+02	-3.100043801691808e+02	1.932273931551522e+01	-2.018723251148298e-05	-4.601837693890526e-03	-9.452846849109484e-06	6.193706976286645e-07
1.303999999999977e+01	-5.428957413764482e+00	1.070326511580673e-03	-6.607625992886255e-08	-2.308042283817123e-05	-3.011880264091781e-03	1.002266170308933e-06	2.657089101758305e-05	3.822181933299588e-04	-3.556073126956687e-06	4.822089587349388e+02	-3.099754711667306e+02	1.929752843783163e+01	-1.998887507206568e-05	-4.600393546937906e-03	-9.339006762094277e-06	6.119178760362516e-07
1.304999999999977e+01	-5.426488708814743e+00	1.070015178657531e-03	-4.423950648407941e-08	-2.282262573319306e-05	-3.008061141333853e-03	9.694504840896209e-07	2.620865882680457e-05	3.820166303503938e-04	-3.443468651668561e-06	4.821640181299668e+02	-3.099465746572777e+02	1.927234667565921e+01	-1.979248500352928e-05	-4.598949219732196e-03	-9.227323055036544e-06	6.050770260019294e-07
1.305999999999977e+01	-5.424022142546589e+00	1.069705024193208e-03	-2.345606087723152e-08	-2.256833786865100e-05	-3.004244102989282e-03	9.377627583644071e-07	2.585184923602710e-05	3.818118891640913e-04	-3.330903783373853e-06	4.821190968094066e+02	-3.099176906339817e+02	1.924719400562073e+01	-1.959804308204711e-05	-4.597504553605580e-03	-9.117759466459435e-06	5.988326150168254e-07
1.306999999999977e+01	-5.421557713446123e+00	1.069396002874924e-03	-3.720421316042236e-09	-2.231750477294635e-05	-3.000429183949527e-03	9.071998642577026e-07	2.550047863668998e-05	3.816038409018304e-04	-3.218551512980997e-06	4.820741947637467e+02	-3.098888190900054e+02	1.922207040442948e+01	-1.940553026662454e-05	-4.596059399602948e-03	-9.010278937828051e-06	5.931686277813529e-07
1.307999999999977e+01	-5.419095420009209e+00	1.069088069267005e-03	1.497453350670546e-08	-2.207007194163859e-05	-2.996616420171686e-03	8.777569962603759e-07	2.515455785155658e-05	3.813923720246331e-04	-3.106578799244474e-06	4.820293119834952e+02	-3.098599600185109e+02	1.919697584887383e+01	-1.921492769664412e-05	-4.594613618315341e-03	-8.904843687473416e-06	5.880686104135136e-07
1.308999999999977e+01	-5.416635260740211e+00	1.068781177927596e-03	3.263747855053134e-08	-2.182598488863477e-05	-2.992805848531052e-03	8.494277339943041e-07	2.481409224785628e-05	3.811773837146351e-04	-2.995146465260262e-06	4.819844484591698e+02	-3.098311134126531e+02	1.917191031580192e+01	-1.902621668946771e-05	-4.593167079689847e-03	-8.801415283701032e-06	5.835157140623939e-07
1.309999999999977e+01	-5.414177234150729e+00	1.068475283519385e-03	4.927857586553900e-08	-2.158518919620063e-05	-2.988997506679622e-03	8.222041049297711e-07	2.447908185708780e-05	3.809587912670000e-04	-2.884409109171727e-06	4.819396041812898e+02	-3.098022792655755e+02	1.914687378210591e+01	-1.883937873805148e-05	-4.591719662840624e-03	-8.699954716935829e-06	5.794927378579782e-07
1.310999999999976e+01	-5.411721338758321e+00	1.068170340913988e-03	6.490940743215532e-08	-2.134763056383302e-05	-2.985191432910534e-03	7.960766479566705e-07	2.414952150125636e-05	3.807365234832341e-04	-2.774515028851387e-06	4.818947791403685e+02	-3.097734575704055e+02	1.912186622470666e+01	-1.865439550862861e-05	-4.590271255848585e-03	-8.600422470864687e-06	5.759821711608165e-07
1.311999999999976e+01	-5.409267573085250e+00	1.067866305290056e-03	7.954290755391313e-08	-2.111325485586655e-05	-2.981387666028360e-03	7.710344776550837e-07	2.382540092502314e-05	3.805105220744467e-04	-2.665606160287009e-06	4.818499733269016e+02	-3.097446483202475e+02	1.909688762053812e+01	-1.847124883841927e-05	-4.588821755550462e-03	-8.502778592439738e-06	5.729662350483441e-07
